adult,id,original_language,overview,popularity,release_date,title,vote_average,genres,weighted_rating,genres_text,release_year,content
False,1290821,en,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",0.2587736215220395,2026-01-28,Shelter,0.7404371584699454,"['Action', 'Crime', 'Thriller']",0.5177202287235276,Action Crime Thriller,2026.0,"A action, crime, thriller movie.If you like action, crime, thriller movies watch this. Shelter is a action, crime and thriller film. A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past."
False,840464,en,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",0.2592355235806036,2026-01-07,Greenland 2: Migration,0.7103825136612022,"['Adventure', 'Thriller', 'Science Fiction']",0.4844684673139499,Adventure Thriller Science Fiction,2026.0,"A adventure, thriller, science fiction movie.If you like adventure, thriller, science fiction movies watch this. Greenland 2: Migration is a adventure, thriller and science fiction film. Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home."
False,1198994,en,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",0.2106798744529093,2026-01-22,Send Help,0.7690710382513661,"['Horror', 'Thriller', 'Comedy']",0.5517683356403331,Horror Thriller Comedy,2026.0,"A horror, thriller, comedy movie.If you like horror, thriller, comedy movies watch this. Send Help is a horror, thriller and comedy film. Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive."
False,502356,en,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",0.2034338238247068,2023-04-05,The Super Mario Bros. Movie,0.8291803278688524,"['Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']",0.7074226669018857,Family Comedy Adventure Fantasy Animation,2023.0,"A family, comedy, adventure, fantasy, animation movie.If you like family, comedy, adventure, fantasy, animation movies watch this. The Super Mario Bros. Movie is a family, comedy, adventure, fantasy and animation film. While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi."
False,1304313,en,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",0.1993866299798095,2026-04-15,Lee Cronin's The Mummy,0.7526775956284152,"['Horror', 'Mystery']",0.5206361251880953,Horror Mystery,2026.0,"A horror, mystery movie.If you like horror, mystery movies watch this. Lee Cronin's The Mummy is a horror and mystery film. The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare."
False,1171145,en,"When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher.",0.197018760115103,2026-02-11,Crime 101,0.7627322404371585,"['Crime', 'Thriller']",0.5397521721600049,Crime Thriller,2026.0,"A crime, thriller movie.If you like crime, thriller movies watch this. Crime 101 is a crime and thriller film. When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher."
False,1297842,en,"A small goat with big dreams gets a once-in-a-lifetime shot to join the pros and play roarball, a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world.",0.1766020096804091,2026-02-11,GOAT,0.8648087431693989,"['Animation', 'Comedy', 'Family']",0.6032612379394982,Animation Comedy Family,2026.0,"A animation, comedy, family movie.If you like animation, comedy, family movies watch this. GOAT is a animation, comedy and family film. A small goat with big dreams gets a once-in-a-lifetime shot to join the pros and play roarball, a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world."
False,1159559,en,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",0.1540350548112856,2026-02-25,Scream 7,0.6595628415300546,"['Horror', 'Mystery', 'Crime']",0.4351078358834623,Horror Mystery Crime,2026.0,"A horror, mystery, crime movie.If you like horror, mystery, crime movies watch this. Scream 7 is a horror, mystery and crime film. When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all."
False,1311031,ja,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",0.161357179143381,2025-07-18,Demon Slayer: Kimetsu no Yaiba Infinity Castle,0.8391256830601093,"['Animation', 'Action', 'Fantasy']",0.6206345783409524,Animation Action Fantasy,2025.0,"A animation, action, fantasy movie.If you like animation, action, fantasy movies watch this. Demon Slayer: Kimetsu no Yaiba Infinity Castle is a animation, action and fantasy film. The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins."
False,1010755,en,"Tethered by a frightening conclusion, Maya and the Strangers are locked on an unavoidable, unforgiving collision course — a showdown that proves they’re far from strangers now.",0.1735446232938166,2026-02-05,The Strangers: Chapter 3,0.6231693989071038,"['Horror', 'Thriller']",0.4898659235658318,Horror Thriller,2026.0,"A horror, thriller movie.If you like horror, thriller movies watch this. The Strangers: Chapter 3 is a horror and thriller film. Tethered by a frightening conclusion, Maya and the Strangers are locked on an unavoidable, unforgiving collision course — a showdown that proves they’re far from strangers now."
False,1418657,en,"When an oil tycoon and a famous adventurer vanish into the harsh winter of remote northern Alaska, a hand-picked rescue team endeavors to bring them home. What they don’t know is that they are trespassing on The Yeti’s territory, and the elements are the least of their worries.",0.1265279197166418,2026-04-04,The Yeti,0.7534426229508197,"['Horror', 'Thriller']",0.5191453441554896,Horror Thriller,2026.0,"A horror, thriller movie.If you like horror, thriller movies watch this. The Yeti is a horror and thriller film. When an oil tycoon and a famous adventurer vanish into the harsh winter of remote northern Alaska, a hand-picked rescue team endeavors to bring them home. What they don’t know is that they are trespassing on The Yeti’s territory, and the elements are the least of their worries."
False,1265609,en,"On one last grueling mission during Army Ranger training, a combat engineer must lead his unit in a fight against a giant otherworldly killing machine.",0.1191448878895637,2026-02-12,War Machine,0.7916939890710382,"['Action', 'Science Fiction', 'Thriller']",0.5891065416635277,Action Science Fiction Thriller,2026.0,"A action, science fiction, thriller movie.If you like action, science fiction, thriller movies watch this. War Machine is a action, science fiction and thriller film. On one last grueling mission during Army Ranger training, a combat engineer must lead his unit in a fight against a giant otherworldly killing machine."
False,1084242,en,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",0.1221356642866233,2025-11-26,Zootopia 2,0.8309289617486338,"['Animation', 'Family', 'Mystery', 'Adventure', 'Comedy']",0.6704225424273571,Animation Family Mystery Adventure Comedy,2025.0,"A animation, family, mystery, adventure, comedy movie.If you like animation, family, mystery, adventure, comedy movies watch this. Zootopia 2 is a animation, family, mystery, adventure and comedy film. After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before."
False,1526650,zh,"Hsu-Chuan, who works at a game company, accidentally brings home a broken clay doll from a haunted house while developing a new horror VR game. Unexpectedly, his pregnant wife, Mu-Hua, a cultural relic restorer, develops an obsession with the doll and relentlessly tries to repair it. As strange things begin to happen in the house, Mu-Hua's condition deteriorates, and Hsu-Chuan, at his wits' end, seeks help from a spiritual medium, Ah-Sheng. Meanwhile, the horrifying secret hidden behind the clay doll begins to surface.",0.1128464219940604,2025-10-09,Mudborn,0.7354098360655738,"['Horror', 'Thriller']",0.5179033751738287,Horror Thriller,2025.0,"A horror, thriller movie.If you like horror, thriller movies watch this. Mudborn is a horror and thriller film. Hsu-Chuan, who works at a game company, accidentally brings home a broken clay doll from a haunted house while developing a new horror VR game. Unexpectedly, his pregnant wife, Mu-Hua, a cultural relic restorer, develops an obsession with the doll and relentlessly tries to repair it. As strange things begin to happen in the house, Mu-Hua's condition deteriorates, and Hsu-Chuan, at his wits' end, seeks help from a spiritual medium, Ah-Sheng. Meanwhile, the horrifying secret hidden behind the clay doll begins to surface."
False,1368166,en,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",0.1130503771714826,2025-12-18,The Housemaid,0.788743169398907,"['Mystery', 'Thriller']",0.5914581508530683,Mystery Thriller,2025.0,"A mystery, thriller movie.If you like mystery, thriller movies watch this. The Housemaid is a mystery and thriller film. Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power."
False,1049471,en,"Reef Hawk, Hollywood's poster child since age six, is not okay. When he learns about an extortion plot tied to a mysterious video, Reef preemptively sets out on a redemption tour to make amends, confront his demons, and avoid getting canceled.",0.1030229651588502,2026-04-06,Outcome,0.5901639344262295,"['Comedy', 'Drama']",0.4805046635750731,Comedy Drama,2026.0,"A comedy, drama movie.If you like comedy, drama movies watch this. Outcome is a comedy and drama film. Reef Hawk, Hollywood's poster child since age six, is not okay. When he learns about an extortion plot tied to a mysterious video, Reef preemptively sets out on a redemption tour to make amends, confront his demons, and avoid getting canceled."
False,1159831,en,A lonely Frankenstein travels to 1930s Chicago to ask groundbreaking scientist Dr. Euphronious to create a companion for him. The two revive a murdered young woman and The Bride is born. But what ensues is beyond what either of them imagined.,0.1052993524514114,2026-03-04,The Bride!,0.6775956284153005,"['Science Fiction', 'Horror', 'Fantasy']",0.4808056191904117,Science Fiction Horror Fantasy,2026.0,"A science fiction, horror, fantasy movie.If you like science fiction, horror, fantasy movies watch this. The Bride! is a science fiction, horror and fantasy film. A lonely Frankenstein travels to 1930s Chicago to ask groundbreaking scientist Dr. Euphronious to create a companion for him. The two revive a murdered young woman and The Bride is born. But what ensues is beyond what either of them imagined."
False,680493,en,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",0.1324145927078198,2026-01-21,Return to Silent Hill,0.5652459016393442,"['Mystery', 'Drama', 'Horror']",0.4029359993520176,Mystery Drama Horror,2026.0,"A mystery, drama, horror movie.If you like mystery, drama, horror movies watch this. Return to Silent Hill is a mystery, drama and horror film. When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity."
False,755898,en,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",0.0976490313585028,2025-07-29,War of the Worlds,0.4522404371584699,"['Science Fiction', 'Thriller']",0.18628513746704,Science Fiction Thriller,2025.0,"A science fiction, thriller movie.If you like science fiction, thriller movies watch this. War of the Worlds is a science fiction and thriller film. Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world."
False,1193501,en,"A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down.",0.1307021457273695,2026-01-20,Whistle,0.6591256830601092,"['Horror', 'Mystery']",0.4804585130073255,Horror Mystery,2026.0,"A horror, mystery movie.If you like horror, mystery movies watch this. Whistle is a horror and mystery film. A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down."
False,1613798,es,"The brutal murder of the wife of “Toro,” a military hero in the special forces, turns him into a man with a single purpose: revenge. After a stroke of fate makes him a millionaire, Carlos transforms his fortune into an arsenal and, together with his closest soldiers, sets out to hunt down those responsible.",0.3023678577317393,2026-02-26,Vengeance,0.6869945355191256,"['Action', 'Thriller']",0.5139182985761421,Action Thriller,2026.0,"A action, thriller movie.If you like action, thriller movies watch this. Vengeance is a action and thriller film. The brutal murder of the wife of “Toro,” a military hero in the special forces, turns him into a man with a single purpose: revenge. After a stroke of fate makes him a millionaire, Carlos transforms his fortune into an arsenal and, together with his closest soldiers, sets out to hunt down those responsible."
False,1234731,en,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",0.0991470888098008,2025-12-24,Anaconda,0.6418579234972678,"['Adventure', 'Comedy', 'Horror']",0.4005234470590184,Adventure Comedy Horror,2025.0,"A adventure, comedy, horror movie.If you like adventure, comedy, horror movies watch this. Anaconda is a adventure, comedy and horror film. A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals."
False,634649,en,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",0.0911057221863558,2021-12-15,Spider-Man: No Way Home,0.867103825136612,"['Action', 'Adventure', 'Science Fiction']",0.8015881256555812,Action Adventure Science Fiction,2021.0,"A action, adventure, science fiction movie.If you like action, adventure, science fiction movies watch this. Spider-Man: No Way Home is a action, adventure and science fiction film. Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man."
False,1268127,ko,A South Korean agent hunts a drug ring in Russia and goes head-to-head with a North Korean operative — pulling both into peril and tangled secrets.,0.0861423679936209,2026-02-11,Humint,0.7881967213114753,"['Thriller', 'Action', 'Drama']",0.5282023745259969,Thriller Action Drama,2026.0,"A thriller, action, drama movie.If you like thriller, action, drama movies watch this. Humint is a thriller, action and drama film. A South Korean agent hunts a drug ring in Russia and goes head-to-head with a North Korean operative — pulling both into peril and tangled secrets."
False,1084187,en,A troupe of ballerinas find themselves fighting for survival as they attempt to escape from a remote inn after their bus breaks down on the way to a dance competition.,0.1048541938874839,2026-03-13,Pretty Lethal,0.746775956284153,"['Music', 'Thriller', 'Action', 'Horror']",0.5212318860696736,Music Thriller Action Horror,2026.0,"A music, thriller, action, horror movie.If you like music, thriller, action, horror movies watch this. Pretty Lethal is a music, thriller, action and horror film. A troupe of ballerinas find themselves fighting for survival as they attempt to escape from a remote inn after their bus breaks down on the way to a dance competition."
False,1266127,en,"Moments after surviving an all-out attack from the Le Domas family, Grace discovers she’s reached the next level of the nightmarish game — and this time with her estranged sister Faith at her side. Grace has one chance to survive, keep her sister alive, and claim the High Seat of the Council that controls the world. Four rival families are hunting her for the throne, and whoever wins rules it all.",0.0853403788664581,2026-03-19,Ready or Not: Here I Come,0.7574863387978142,"['Horror', 'Comedy']",0.5256804403301136,Horror Comedy,2026.0,"A horror, comedy movie.If you like horror, comedy movies watch this. Ready or Not: Here I Come is a horror and comedy film. Moments after surviving an all-out attack from the Le Domas family, Grace discovers she’s reached the next level of the nightmarish game — and this time with her estranged sister Faith at her side. Grace has one chance to survive, keep her sister alive, and claim the High Seat of the Council that controls the world. Four rival families are hunting her for the throne, and whoever wins rules it all."
False,350,en,"A young woman from the Midwest gets more than she bargained for when she moves to New York to become a writer and ends up as the assistant to the tyrannical, larger-than-life editor-in-chief of a major fashion magazine.",0.1226208616420733,2006-06-29,The Devil Wears Prada,0.8087431693989071,"['Drama', 'Comedy']",0.6659956062262453,Drama Comedy,2006.0,"A drama, comedy movie.If you like drama, comedy movies watch this. The Devil Wears Prada is a drama and comedy film. A young woman from the Midwest gets more than she bargained for when she moves to New York to become a writer and ends up as the assistant to the tyrannical, larger-than-life editor-in-chief of a major fashion magazine."
False,1115544,en,"Two gangsters and the woman they love try to survive the most dangerous night of their lives. As if that wasn’t enough, there’s one wild ingredient added to the mix: a time machine.",0.0875672636531369,2026-03-14,Mike & Nick & Nick & Alice,0.7382513661202186,"['Comedy', 'Science Fiction', 'Crime']",0.5169005695068505,Comedy Science Fiction Crime,2026.0,"A comedy, science fiction, crime movie.If you like comedy, science fiction, crime movies watch this. Mike & Nick & Nick & Alice is a comedy, science fiction and crime film. Two gangsters and the woman they love try to survive the most dangerous night of their lives. As if that wasn’t enough, there’s one wild ingredient added to the mix: a time machine."
False,662707,en,"A young woman becomes the guardian of a fallen star, which she must protect from dangerous forces with the help of a brave stranger.",0.0938465594605779,2026-02-27,Starbright,0.7691803278688525,"['Adventure', 'Action']",0.5190617561706292,Adventure Action,2026.0,"A adventure, action movie.If you like adventure, action movies watch this. Starbright is a adventure and action film. A young woman becomes the guardian of a fallen star, which she must protect from dangerous forces with the help of a brave stranger."
False,1511057,en,"When shy college freshman Devon asks cool-girl Celeste to be her roommate, a blossoming friendship quickly spirals into a war of passive aggression.",0.0899718964082413,2026-04-13,Roommates,0.7119125683060109,['Comedy'],0.5158351366437592,Comedy,2026.0,"A comedy movie.If you like comedy movies watch this. Roommates is a comedy film. When shy college freshman Devon asks cool-girl Celeste to be her roommate, a blossoming friendship quickly spirals into a war of passive aggression."
False,1367642,en,"When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local bar owner Ledger. As their secret romance develops, so do the dangers for both of them, leading Kenna toward heartbreak and, ultimately, the hope for a second chance.",0.0799233730328062,2026-03-11,Reminders of Him,0.7787978142076503,"['Romance', 'Drama']",0.5284986388597313,Romance Drama,2026.0,"A romance, drama movie.If you like romance, drama movies watch this. Reminders of Him is a romance and drama film. When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local bar owner Ledger. As their secret romance develops, so do the dangers for both of them, leading Kenna toward heartbreak and, ultimately, the hope for a second chance."
False,157336,en,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,0.0709285978524405,2014-11-05,Interstellar,0.9289617486338796,"['Adventure', 'Drama', 'Science Fiction']",0.9490549816580374,Adventure Drama Science Fiction,2014.0,"A adventure, drama, science fiction movie.If you like adventure, drama, science fiction movies watch this. Interstellar is a adventure, drama and science fiction film. The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage."
False,77338,fr,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,0.0497498970821063,2011-11-02,The Intouchables,0.9037158469945356,"['Drama', 'Comedy']",0.8808339682192168,Drama Comedy,2011.0,"A drama, comedy movie.If you like drama, comedy movies watch this. The Intouchables is a drama and comedy film. A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects."
False,1610418,en,"What begins as a routine investigation into a house slated for demolition turns into a nightmare when the team faces an evil force, leaving behind only the recovered footage.",0.0694127049394643,2026-01-09,The House on Haunted Grounds,0.6323497267759562,['Horror'],0.5164366553134276,Horror,2026.0,"A horror movie.If you like horror movies watch this. The House on Haunted Grounds is a horror film. What begins as a routine investigation into a house slated for demolition turns into a nightmare when the team faces an evil force, leaving behind only the recovered footage."
False,418579,ko,"Three men and women start living together. Byeong-soo is chosen in a scenario contest and is picked to write a script for a movie, so he leaves the noisy city and moves in with his married senior from school. At the house is Ji-eun, the senior's wife and a young and sexy Bo-yeong.  The three living together leads to some risky situations!",0.070256188814205,2016-09-27,Young Sister-In-Law,0.6557377049180327,['Romance'],0.5178120691956254,Romance,2016.0,"A romance movie.If you like romance movies watch this. Young Sister-In-Law is a romance film. Three men and women start living together. Byeong-soo is chosen in a scenario contest and is picked to write a script for a movie, so he leaves the noisy city and moves in with his married senior from school. At the house is Ji-eun, the senior's wife and a young and sexy Bo-yeong.  The three living together leads to some risky situations!"
